1500,0,119999
3000,0,119995
4500,0,119989
6000,0,119981
7500,0,119970
9000,0,119957
10500,0,119942
12000,0,119924
13500,0,119904
15000,0,119882
16500,0,119857
18000,0,119830
19500,0,119800
21000,0,119768
22500,0,119734
24000,0,119698
25500,0,119659
27000,0,119617
28500,0,119574
30000,0,119527
31500,0,119479
33000,0,119428
34500,0,119375
36000,0,119320
37500,0,119262
39000,0,119201
40500,0,119139
42000,0,119074
43500,0,119006
45000,0,118937
46500,0,118865
48000,0,118790
49500,0,118713
51000,0,118634
52500,0,118553
54000,0,118469
55500,0,118383
57000,0,118294
58500,0,118203
60000,0,118110
61500,0,118014
63000,0,117916
64500,0,117815
66000,0,117713
67500,0,117608
69000,0,117500
70500,0,117390
72000,0,117278
73500,0,117163
75000,0,117046
76500,0,116927
78000,0,116805
79500,0,116681
81000,0,116555
82500,0,116426
84000,0,116295
85500,0,116161
87000,0,116025
88500,0,115887
90000,0,115746
91500,0,115603
93000,0,115458
94500,0,115310
96000,0,115160
97500,0,115008
99000,0,114853
100500,0,114696
102000,0,114536
103500,0,114374
105000,0,114210
106500,0,114043
108000,0,113874
109500,0,113703
111000,0,113529
112500,0,113353
114000,0,113174
115500,0,112993
117000,0,112810
118500,0,112625
120000,0,112437
121500,0,112246
123000,0,112054
124500,0,111858
126000,0,111661
127500,0,111461
129000,0,111259
130500,0,111055
132000,0,110848
133500,0,110638
135000,0,110427
136500,0,110213
138000,0,109996
139500,0,109777
141000,0,109556
142500,0,109333
144000,0,109107
145500,0,108879
147000,0,108648
148500,0,108415
150000,0,108180
151500,0,107942
153000,0,107702
154500,0,107459
156000,0,107215
157500,0,106967
159000,0,106718
160500,0,106466
162000,0,106211
163500,0,105955
165000,0,105696
166500,0,105434
168000,0,105170
169500,0,104904
171000,0,104636
172500,0,104365
174000,0,104091
175500,0,103816
177000,0,103537
178500,0,103257
180000,0,102974
181500,0,102689
183000,0,102401
184500,0,102111
186000,0,101819
187500,0,101524
189000,0,101227
190500,0,100928
192000,0,100626
193500,0,100322
195000,0,100015
196500,0,99706.4
198000,0,99395
199500,0,99081.3
201000,0,98765.2
202500,0,98446.8
204000,0,98125.9
205500,0,97802.7
207000,0,97477.1
208500,0,97149.1
210000,0,96818.7
211500,0,96486
213000,0,96150.9
214500,0,95813.4
216000,0,95473.5
217500,0,95131.2
219000,0,94786.6
220500,0,94439.5
222000,0,94090.1
223500,0,93738.4
225000,0,93384.2
226500,0,93027.6
228000,0,92668.7
229500,0,92307.4
231000,0,91943.7
232500,0,91577.6
234000,0,91209.1
235500,0,90838.3
237000,0,90465
238500,0,90089.4
240000,0,89711.4
241500,0,89331
243000,0,88948.3
244500,0,88563.1
246000,0,88175.6
247500,0,87785.6
249000,0,87393.3
250500,0,86998.6
252000,0,86601.5
253500,0,86202.1
255000,0,85800.2
256500,0,85395.9
258000,0,84989.3
259500,0,84580.3
261000,0,84168.9
262500,0,83755.1
264000,0,83338.9
265500,0,82920.3
267000,0,82499.3
268500,0,82076
270000,0,81650.2
271500,0,81222.1
273000,0,80791.5
274500,0,80358.6
276000,0,79923.3
277500,0,79485.6
279000,0,79045.5
280500,0,78603
282000,0,78158.1
283500,0,77710.8
285000,0,77261.1
